elec_date,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county
11/6/2018,"FEDERAL, STATE AND COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND",1951,1951,1,"YES",36630,56787,540025,633442,
11/6/2018,"FEDERAL, STATE AND COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND",1951,1951,2,"NO",20302,34889,327560,382751,
11/6/2018,"FEDERAL, STATE AND COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS",1951,1951,1,"YES",38255,56981,532193,627429,
11/6/2018,"FEDERAL, STATE AND COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS",1951,1951,2,"NO",18670,34670,334800,388140,
11/6/2018,"FEDERAL, STATE AND COUNTY",20021,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON",1951,1951,1,"YES",38304,59737,557735,655776,
11/6/2018,"FEDERAL, STATE AND COUNTY",20021,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON",1951,1951,2,"NO",18785,32182,310493,361460,
11/6/2018,"FEDERAL, STATE AND COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER",1951,1951,1,"YES",37523,56913,538826,633262,
11/6/2018,"FEDERAL, STATE AND COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER",1951,1951,2,"NO",19159,34525,326281,379965,
11/6/2018,"FEDERAL, STATE AND COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL",1951,1951,1,"YES",37420,56398,529925,623743,
11/6/2018,"FEDERAL, STATE AND COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL",1951,1951,2,"NO",19210,35055,335154,389419,
11/6/2018,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",1951,1951,1,"YES",37221,56967,535116,629304,
11/6/2018,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",1951,1951,2,"NO",19348,34506,329833,383687,
11/6/2018,"FEDERAL, STATE AND COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE",1951,1951,1,"YES",35640,55180,522511,613331,
11/6/2018,"FEDERAL, STATE AND COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE",1951,1951,2,"NO",20767,35534,337006,393307,
11/6/2018,"FEDERAL, STATE AND COUNTY",30002,"STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415",1951,1951,1,"FOR THE PROPOSAL - YES",38178,54484,487079,579741,
11/6/2018,"FEDERAL, STATE AND COUNTY",30002,"STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415",1951,1951,2,"AGAINST THE PROPOSAL - NO",28162,50794,506399,585355,
11/6/2018,"FEDERAL, STATE AND COUNTY",30003,"STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371",1951,1951,1,"FOR THE PROPOSAL - YES",52534,81827,769947,904308,
11/6/2018,"FEDERAL, STATE AND COUNTY",30003,"STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371",1951,1951,2,"AGAINST THE PROPOSAL - NO",13575,22950,218441,254966,
11/6/2018,"FEDERAL, STATE AND COUNTY",30004,"STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372",1951,1951,1,"FOR THE PROPOSAL - YES",32134,48472,447504,528110,
11/6/2018,"FEDERAL, STATE AND COUNTY",30004,"STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372",1951,1951,2,"AGAINST THE PROPOSAL - NO",33937,55604,532692,622233,
11/6/2018,"FEDERAL, STATE AND COUNTY",30005,"STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373",1951,1951,1,"FOR THE PROPOSAL - YES",28534,44210,415391,488135,
11/6/2018,"FEDERAL, STATE AND COUNTY",30005,"STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373",1951,1951,2,"AGAINST THE PROPOSAL - NO",36280,59027,557677,652984,
11/6/2018,"FEDERAL, STATE AND COUNTY",30006,"STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374",1951,1951,1,"FOR THE PROPOSAL - YES",33164,49419,489568,572151,
11/6/2018,"FEDERAL, STATE AND COUNTY",30006,"STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374",1951,1951,2,"AGAINST THE PROPOSAL - NO",32821,54915,493768,581504,
11/6/2018,"FEDERAL, STATE AND COUNTY",30007,"PROPOSITION",25,25,1,"FOR THE PROPOSITION - YES",246,947,6636,7829,
11/6/2018,"FEDERAL, STATE AND COUNTY",30007,"PROPOSITION",25,25,2,"AGAINST THE PROPOSITION - NO",152,789,4899,5840,
11/6/2018,"FEDERAL, STATE AND COUNTY",30008,"PROPOSITION",35,35,1,"FOR THE PROPOSITION - YES",459,1375,10557,12391,
11/6/2018,"FEDERAL, STATE AND COUNTY",30008,"PROPOSITION",35,35,2,"AGAINST THE PROPOSITION - NO",295,896,7785,8976,
11/6/2018,"FEDERAL, STATE AND COUNTY",30009,"PROPOSITION",30,30,1,"FOR THE PROPOSITION - YES",73,257,2839,3169,
11/6/2018,"FEDERAL, STATE AND COUNTY",30009,"PROPOSITION",30,30,2,"AGAINST THE PROPOSITION - NO",87,281,3657,4025,
11/6/2018,"FEDERAL, STATE AND COUNTY",30010,"PROPOSITION",13,13,1,"FOR THE PROPOSITION - YES",134,299,3324,3757,
11/6/2018,"FEDERAL, STATE AND COUNTY",30010,"PROPOSITION",13,13,2,"AGAINST THE PROPOSITION - NO",65,133,1628,1826,
11/6/2018,"TOWN OF CYRIL",40801,"PROPOSITION  TOWN OF CYRIL",1,1,1,"FOR THE PROPOSITION - YES",4,2,116,122,
11/6/2018,"TOWN OF CYRIL",40801,"PROPOSITION  TOWN OF CYRIL",1,1,2,"AGAINST THE PROPOSITION - NO",1,1,132,134,
11/6/2018,"CITY OF MOORE",41401,"PROPOSITION  CITY OF MOORE",19,19,1,"FOR THE PROPOSITION - YES",1027,1146,9184,11357,
11/6/2018,"CITY OF MOORE",41401,"PROPOSITION  CITY OF MOORE",19,19,2,"AGAINST THE PROPOSITION - NO",434,531,4966,5931,
11/6/2018,"CITY OF LAWTON",41601,"FOR MAYOR  CITY OF LAWTON",28,28,1,"STAN BOOKER",613,1325,7840,9778,COMANCHE
11/6/2018,"CITY OF LAWTON",41601,"FOR MAYOR  CITY OF LAWTON",28,28,2,"DWIGHT TANNER",297,831,5908,7036,COMANCHE
11/6/2018,"CITY OF LAWTON",41603,"FOR COUNCIL MEMBER WARD 2  CITY OF LAWTON",6,6,1,"KEITH JACKSON",51,110,1004,1165,COMANCHE
11/6/2018,"CITY OF LAWTON",41603,"FOR COUNCIL MEMBER WARD 2  CITY OF LAWTON",6,6,2,"MARK MALONE",35,112,855,1002,COMANCHE
11/6/2018,"CITY OF CLINTON",42001,"FOR COUNCILMAN WARD 2  CITY OF CLINTON",3,3,1,"ERNIE DOWDELL",9,37,307,353,CUSTER
11/6/2018,"CITY OF CLINTON",42001,"FOR COUNCILMAN WARD 2  CITY OF CLINTON",3,3,2,"DON RODOLPH",14,50,241,305,CUSTER
11/6/2018,"CITY OF HOLDENVILLE",43201,"PROPOSITION  CITY OF HOLDENVILLE",4,4,1,"FOR THE PROPOSITION - YES",18,102,507,627,
11/6/2018,"CITY OF HOLDENVILLE",43201,"PROPOSITION  CITY OF HOLDENVILLE",4,4,2,"AGAINST THE PROPOSITION - NO",18,54,516,588,
11/6/2018,"CITY OF ALTUS",43301,"PROPOSITION NO. 1  CITY OF ALTUS",8,8,1,"FOR THE PROPOSITION - YES",53,126,658,837,
11/6/2018,"CITY OF ALTUS",43301,"PROPOSITION NO. 1  CITY OF ALTUS",8,8,2,"AGAINST THE PROPOSITION - NO",120,633,2620,3373,
11/6/2018,"CITY OF ALTUS",43302,"PROPOSITION NO. 2  CITY OF ALTUS",8,8,1,"FOR THE PROPOSITION - YES",102,325,1646,2073,
11/6/2018,"CITY OF ALTUS",43302,"PROPOSITION NO. 2  CITY OF ALTUS",8,8,2,"AGAINST THE PROPOSITION - NO",71,440,1642,2153,
11/6/2018,"CITY OF ALTUS",43303,"PROPOSITION NO. 3  CITY OF ALTUS",8,8,1,"FOR THE PROPOSITION - YES",35,103,498,636,
11/6/2018,"CITY OF ALTUS",43303,"PROPOSITION NO. 3  CITY OF ALTUS",8,8,2,"AGAINST THE PROPOSITION - NO",143,662,2795,3600,
11/6/2018,"CITY OF ALTUS",43304,"PROPOSITION NO. 4  CITY OF ALTUS",8,8,1,"FOR THE PROPOSITION - YES",33,115,537,685,
11/6/2018,"CITY OF ALTUS",43304,"PROPOSITION NO. 4  CITY OF ALTUS",8,8,2,"AGAINST THE PROPOSITION - NO",144,652,2758,3554,
11/6/2018,"CITY OF ALTUS",43305,"PROPOSITION NO. 5  CITY OF ALTUS",8,8,1,"FOR THE PROPOSITION - YES",27,111,493,631,
11/6/2018,"CITY OF ALTUS",43305,"PROPOSITION NO. 5  CITY OF ALTUS",8,8,2,"AGAINST THE PROPOSITION - NO",139,613,2644,3396,
11/6/2018,"CITY OF OKLAHOMA CITY",45501,"FOR COUNCILMEMBER, WARD 7 (UNEXPIRED TERM)  CITY OF OKLAHOMA CITY",50,50,1,"NIKKI NICE",1151,1950,13806,16907,OKLAHOMA
11/6/2018,"CITY OF OKLAHOMA CITY",45501,"FOR COUNCILMEMBER, WARD 7 (UNEXPIRED TERM)  CITY OF OKLAHOMA CITY",50,50,2,"KIRK PANKRATZ",606,631,5401,6638,OKLAHOMA
11/6/2018,"CITY OF ANTLERS",46401,"PROPOSITION  CITY OF ANTLERS",4,4,1,"FOR THE PROPOSITION - YES",8,70,347,425,
11/6/2018,"CITY OF ANTLERS",46401,"PROPOSITION  CITY OF ANTLERS",4,4,2,"AGAINST THE PROPOSITION - NO",0,9,74,83,
11/6/2018,"CITY OF TULSA",47203,"FOR COUNCIL DISTRICT 3  CITY OF TULSA",28,28,1,"CRISTA PATRICK",82,181,3775,4038,ROGERS
11/6/2018,"CITY OF TULSA",47203,"FOR COUNCIL DISTRICT 3  CITY OF TULSA",28,28,1,"CRISTA PATRICK",82,181,3775,4038,TULSA
11/6/2018,"CITY OF TULSA",47203,"FOR COUNCIL DISTRICT 3  CITY OF TULSA",28,28,2,"JUSTIN ROLPH",62,73,2093,2228,ROGERS
11/6/2018,"CITY OF TULSA",47203,"FOR COUNCIL DISTRICT 3  CITY OF TULSA",28,28,2,"JUSTIN ROLPH",62,73,2093,2228,TULSA
11/6/2018,"CITY OF TULSA",47204,"FOR COUNCIL DISTRICT 4  CITY OF TULSA",22,22,1,"DANIEL REGAN",392,637,6486,7515,TULSA
11/6/2018,"CITY OF TULSA",47204,"FOR COUNCIL DISTRICT 4  CITY OF TULSA",22,22,2,"KARA JOY McKEE",460,795,7135,8390,TULSA
11/6/2018,"CITY OF TULSA",47205,"FOR COUNCIL DISTRICT 5  CITY OF TULSA",20,20,1,"MYKEY ARTHRELL",248,290,4497,5035,TULSA
11/6/2018,"CITY OF TULSA",47205,"FOR COUNCIL DISTRICT 5  CITY OF TULSA",20,20,2,"CASS FAHLER",208,257,4980,5445,TULSA
11/6/2018,"CITY OF TULSA",47207,"FOR COUNCIL DISTRICT 7  CITY OF TULSA",21,21,1,"ELLOUISE COCHRANE",52,100,1012,1164,TULSA
11/6/2018,"CITY OF TULSA",47207,"FOR COUNCIL DISTRICT 7  CITY OF TULSA",21,21,2,"ELLIOTT L. PARKER",15,51,583,649,TULSA
11/6/2018,"CITY OF TULSA",47207,"FOR COUNCIL DISTRICT 7  CITY OF TULSA",21,21,3,"MICHAEL PATTON",164,218,2333,2715,TULSA
11/6/2018,"CITY OF TULSA",47207,"FOR COUNCIL DISTRICT 7  CITY OF TULSA",21,21,4,"ERIC C. TURLEY",30,48,723,801,TULSA
11/6/2018,"CITY OF TULSA",47207,"FOR COUNCIL DISTRICT 7  CITY OF TULSA",21,21,5,"BRANDON McCOMBS",45,61,1205,1311,TULSA
11/6/2018,"CITY OF TULSA",47207,"FOR COUNCIL DISTRICT 7  CITY OF TULSA",21,21,6,"KEN REDDICK",71,144,1718,1933,TULSA
11/6/2018,"CITY OF TULSA",47207,"FOR COUNCIL DISTRICT 7  CITY OF TULSA",21,21,7,"LORI DECTER WRIGHT",188,306,2748,3242,TULSA
11/6/2018,"CITY OF BARTLESVILLE",47402,"FOR COUNCILMEMBER WARD 2  CITY OF BARTLESVILLE",5,5,1,"REMONA K. COLSON",49,159,803,1011,WASHINGTON
11/6/2018,"CITY OF BARTLESVILLE",47402,"FOR COUNCILMEMBER WARD 2  CITY OF BARTLESVILLE",5,5,2,"PAUL STUART",82,397,1845,2324,WASHINGTON
11/6/2018,"CITY OF BARTLESVILLE",47404,"FOR COUNCILMEMBER WARD 4  CITY OF BARTLESVILLE",6,6,1,"JOEL RABIN",11,33,489,533,OSAGE
11/6/2018,"CITY OF BARTLESVILLE",47404,"FOR COUNCILMEMBER WARD 4  CITY OF BARTLESVILLE",6,6,1,"JOEL RABIN",11,33,489,533,WASHINGTON
11/6/2018,"CITY OF BARTLESVILLE",47404,"FOR COUNCILMEMBER WARD 4  CITY OF BARTLESVILLE",6,6,2,"ALAN GENTGES",35,99,913,1047,OSAGE
11/6/2018,"CITY OF BARTLESVILLE",47404,"FOR COUNCILMEMBER WARD 4  CITY OF BARTLESVILLE",6,6,2,"ALAN GENTGES",35,99,913,1047,WASHINGTON
11/6/2018,"CITY OF NEW CORDELL",47501,"PROPOSITION  CITY OF NEW CORDELL",2,2,1,"FOR THE PROPOSITION - YES",15,55,228,298,
11/6/2018,"CITY OF NEW CORDELL",47501,"PROPOSITION  CITY OF NEW CORDELL",2,2,2,"AGAINST THE PROPOSITION - NO",27,83,489,599,
11/6/2018,"CASHION PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 089",53701,"PROPOSITION  CASHION PUBLIC SCHOOLS",8,8,1,"FOR THE PROPOSITION - YES",48,21,480,549,
11/6/2018,"CASHION PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 089",53701,"PROPOSITION  CASHION PUBLIC SCHOOLS",8,8,2,"AGAINST THE PROPOSITION - NO",21,53,501,575,
11/6/2018,"PERRY PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 001",55201,"PROPOSITION NO. 1  PERRY PUBLIC SCHOOLS",8,8,1,"FOR THE PROPOSITION - YES",55,354,1310,1719,
11/6/2018,"PERRY PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 001",55201,"PROPOSITION NO. 1  PERRY PUBLIC SCHOOLS",8,8,2,"AGAINST THE PROPOSITION - NO",34,180,596,810,
11/6/2018,"PERRY PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 001",55202,"PROPOSITION NO. 2  PERRY PUBLIC SCHOOLS",8,8,1,"FOR THE PROPOSITION - YES",55,370,1312,1737,
11/6/2018,"PERRY PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 001",55202,"PROPOSITION NO. 2  PERRY PUBLIC SCHOOLS",8,8,2,"AGAINST THE PROPOSITION - NO",34,164,590,788,
11/6/2018,"CEDAR COUNTRY FIRE PROTECTION",60141,"FOR BOARD MEMBER BOARD MEMBER OFFICE # 2  CEDAR COUNTRY FIRE PROTECTION",4,4,1,"TOM McCRACKEN",27,17,498,542,CLEVELAND
11/6/2018,"CEDAR COUNTRY FIRE PROTECTION",60141,"FOR BOARD MEMBER BOARD MEMBER OFFICE # 2  CEDAR COUNTRY FIRE PROTECTION",4,4,2,"BRANDI COVEY",26,10,333,369,CLEVELAND
11/6/2018,"GRADY COUNTY (EMS)",60261,"PROPOSITION  GRADY COUNTY (EMS)",5,5,1,"FOR THE PROPOSITION - YES",41,37,629,707,
11/6/2018,"GRADY COUNTY (EMS)",60261,"PROPOSITION  GRADY COUNTY (EMS)",5,5,2,"AGAINST THE PROPOSITION - NO",40,18,451,509,
11/6/2018,"LOGAN COUNTY (EMS)",60421,"PROPOSITION  LOGAN COUNTY (EMS)",10,10,1,"FOR THE PROPOSITION - YES",45,57,980,1082,
11/6/2018,"LOGAN COUNTY (EMS)",60421,"PROPOSITION  LOGAN COUNTY (EMS)",10,10,2,"AGAINST THE PROPOSITION - NO",22,15,264,301,
11/6/2018,"MCCLAIN COUNTY (EMS)",60441,"PROPOSITION  MCCLAIN COUNTY (EMS)",15,15,1,"FOR THE PROPOSITION - YES",250,137,3843,4230,
11/6/2018,"MCCLAIN COUNTY (EMS)",60441,"PROPOSITION  MCCLAIN COUNTY (EMS)",15,15,2,"AGAINST THE PROPOSITION - NO",191,86,2613,2890,
11/6/2018,"NORTHWEST FIRE",60661,"FOR BOARD MEMBER BOARD OF DIRECTORS OFFICE NO. 5  NORTHWEST FIRE",11,11,1,"MICHAEL FAWCETT",50,121,1459,1630,ROGERS
11/6/2018,"NORTHWEST FIRE",60661,"FOR BOARD MEMBER BOARD OF DIRECTORS OFFICE NO. 5  NORTHWEST FIRE",11,11,2,"WILLIAM BILL PEARSON",67,210,1890,2167,ROGERS
11/6/2018,"NORTHWEST FIRE",60661,"FOR BOARD MEMBER BOARD OF DIRECTORS OFFICE NO. 5  NORTHWEST FIRE",11,11,3,"JAMES A. SENESE",40,59,446,545,ROGERS
11/6/2018,"VERDIGRIS FIRE",60662,"FOR BOARD MEMBER VERDIGRIS FIRE DISTRICT POSITION #1  VERDIGRIS FIRE",4,4,1,"MIKE L. MILLER",63,272,1593,1928,ROGERS
11/6/2018,"VERDIGRIS FIRE",60662,"FOR BOARD MEMBER VERDIGRIS FIRE DISTRICT POSITION #1  VERDIGRIS FIRE",4,4,2,"ROBERT IRBY",51,163,817,1031,ROGERS
11/6/2018,"BERRYHILL FIRE PROTECTION",60721,"FOR BOARD MEMBER BOARD MEMBER OFFICE 4  BERRYHILL FIRE PROTECTION",5,5,1,"RAY LUSK",12,11,676,699,TULSA
11/6/2018,"BERRYHILL FIRE PROTECTION",60721,"FOR BOARD MEMBER BOARD MEMBER OFFICE 4  BERRYHILL FIRE PROTECTION",5,5,2,"CHRIS GOBLE",11,14,399,424,TULSA
