County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Skamania,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,1557,41.1252,State Executive
Skamania,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,2229,58.8748,State Executive
Skamania,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,1799,47.833,State Executive
Skamania,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,1962,52.167,State Executive
Skamania,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,2243,62.3056,State Executive
Skamania,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,1357,37.6944,State Executive
Skamania,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),1806,48.2501,Federal
Skamania,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),1937,51.7499,Federal
Skamania,Congressional District 3 U.S. Representative,Jaime Herrera Beutler,(Prefers Republican Party),2025,53.9425,Congressional
Skamania,Congressional District 3 U.S. Representative,Carolyn Long,(Prefers Democratic Party),1729,46.0575,Congressional
Skamania,Legislative District 14 State Representative Pos. 1,Chris Corry,(Prefers Republican Party),1984,53.3764,Legislative
Skamania,Legislative District 14 State Representative Pos. 1,Sasha Bentley,(Prefers Democratic Party),1733,46.6236,Legislative
Skamania,Legislative District 14 State Representative Pos. 2,Gina Mosbrucker,(Prefers Republican Party),2064,55.8744,Legislative
Skamania,Legislative District 14 State Representative Pos. 2,Liz Hallock,(Prefers Democratic Party),1630,44.1256,Legislative
Skamania,COUNTYWIDE DISTRICT Assessor,Gabriel P. Spencer,(Prefers Democrat Party),2231,62.4231,County
Skamania,COUNTYWIDE DISTRICT Assessor,Tom Dillon,(States No Party Preference),1343,37.5769,County
Skamania,COUNTYWIDE DISTRICT Auditor,Robert J. Waymire,(Prefers Republican Party),2706,100,County
Skamania,COUNTYWIDE DISTRICT Clerk,Grace D. Cross,(Prefers Democratic Party),2552,100,County
Skamania,COUNTYWIDE DISTRICT Commissioner #3,Bob Hamlin,(Prefers Democratic Party),2498,100,County
Skamania,COUNTYWIDE DISTRICT Prosecuting Attorney,Adam N. Kick,(Prefers Democratic Party),2111,57.1158,County
Skamania,COUNTYWIDE DISTRICT Prosecuting Attorney,Dan McGill,(Prefers Republican Party),1585,42.8842,County
Skamania,COUNTYWIDE DISTRICT Sheriff,Dave Brown,(Prefers Republican Party),2739,100,County
Skamania,COUNTYWIDE DISTRICT Treasurer,Vickie Clelland,(Prefers Republican Party),2743,100,County
Skamania,COUNTYWIDE DISTRICT District Court Judge,Ron Reynier,,2464,100,County
Skamania,Supreme Court Justice Position 2,Susan Owens,,2406,100,Judicial
Skamania,Supreme Court Justice Position 8,Nathan Choi,,1202,40.1604,Judicial
Skamania,Supreme Court Justice Position 8,Steve Gonzalez,,1791,59.8396,Judicial
Skamania,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,2302,100,Judicial
Skamania,"Court of Appeals, Division 2, District 3 Judge Position 1",Rich Melnick,,2100,100,Judicial
Skamania,PUBLIC UTILITY DISTRICT Commissioner #1,Dan Boyes,,1937,57.3756,Public Utility
Skamania,PUBLIC UTILITY DISTRICT Commissioner #1,Marie Gluesenkamp Perez,,1439,42.6244,Public Utility
Skamania,HOME VALLEY WATER Proposition No. 1 MAINTENANCE AND CAPITAL IMPROVEMENT FUND LEVY,LEVY.............YES ,,64,59.8131,Water
Skamania,HOME VALLEY WATER Proposition No. 1 MAINTENANCE AND CAPITAL IMPROVEMENT FUND LEVY,LEVY.............NO,,43,40.1869,Water
Skamania,SKAMANIA COUNTY PARKS AND REC DIST NO. 1 Proposition No. 1 REGULAR PROPERTY TAX LEVY,YES,,230,60.8466,Park and Recreation
Skamania,SKAMANIA COUNTY PARKS AND REC DIST NO. 1 Proposition No. 1 REGULAR PROPERTY TAX LEVY,NO,,148,39.1534,Park and Recreation
Snohomish,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,79104,38.9704,State Executive
Snohomish,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,123881,61.0296,State Executive
Snohomish,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,121229,60.2362,State Executive
Snohomish,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,80027,39.7638,State Executive
Snohomish,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,120840,59.3899,State Executive
Snohomish,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,82629,40.6101,State Executive
Snohomish,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,113826,56.1366,State Executive
Snohomish,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,88940,43.8634,State Executive
Snohomish,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,111574,56.9479,State Executive
Snohomish,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,84349,43.0521,State Executive
Snohomish,Snohomish County Proposition Number 1 - Emergency Communication Systems and Facilities Sales and Use Tax ,Approved,,107263,53.6393,County
Snohomish,Snohomish County Proposition Number 1 - Emergency Communication Systems and Facilities Sales and Use Tax ,Rejected,,92708,46.3607,County
Snohomish,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),116382,57.1899,Federal
Snohomish,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),87119,42.8101,Federal
Snohomish,Congressional District 1 U.S. Representative,Suzan DelBene,(Prefers Democratic Party),43552,54.7803,Congressional
Snohomish,Congressional District 1 U.S. Representative,Jeffrey Beeler,(Prefers Republican Party),35951,45.2197,Congressional
Snohomish,Congressional District 2 U.S. Representative,Rick Larsen,(Prefers Democratic Party),69944,69.4868,Congressional
Snohomish,Congressional District 2 U.S. Representative,Brian Luke,(Prefers Libertarian Party),30714,30.5132,Congressional
Snohomish,Congressional District 7 U.S. Representative,Pramila Jayapal,(Prefers Democratic Party),11818,66.9879,Congressional
Snohomish,Congressional District 7 U.S. Representative,Craig Keller,(Prefers Republican Party),5824,33.0121,Congressional
Snohomish,Legislative District 1 State Representative Pos. 1,Derek Stanford,(Prefers Democratic Party),20866,67.6063,Legislative
Snohomish,Legislative District 1 State Representative Pos. 1,Josh Colver,(Prefers Republican Party),9998,32.3937,Legislative
Snohomish,Legislative District 1 State Representative Pos. 2,Shelley Kloba,(Prefers Democratic Party),19121,61.9404,Legislative
Snohomish,Legislative District 1 State Representative Pos. 2,Debra Blodgett,(Prefers Republican Party),11749,38.0596,Legislative
Snohomish,Legislative District 10 State Representative Pos. 1,Scott McMullen,(Prefers Democratic Party),4066,42.2266,Legislative
Snohomish,Legislative District 10 State Representative Pos. 1,Norma Smith,(Prefers GOP Party),5563,57.7734,Legislative
Snohomish,Legislative District 10 State Representative Pos. 2,Dave Paul,(Prefers Democratic Party),3975,41.3804,Legislative
Snohomish,Legislative District 10 State Representative Pos. 2,Dave Hayes,(Prefers GOP Party),5631,58.6196,Legislative
Snohomish,Legislative District 21 State Senator,Marko Liias,(Prefers Democratic Party),24019,62.9313,Legislative
Snohomish,Legislative District 21 State Senator,Mario Lionel Lotmore,(Prefers Republican Party),14148,37.0687,Legislative
Snohomish,Legislative District 21 State Representative Pos. 1,Strom Peterson,(Prefers Democratic Party),24875,65.2801,Legislative
Snohomish,Legislative District 21 State Representative Pos. 1,Amy Schaper,(Prefers Republican Party),13230,34.7199,Legislative
Snohomish,Legislative District 21 State Representative Pos. 2,Lillian Ortiz-Self,(Prefers Democratic Party),24540,64.6896,Legislative
Snohomish,Legislative District 21 State Representative Pos. 2,Petra Bigea,(Prefers Republican Party),13395,35.3104,Legislative
Snohomish,Legislative District 32 State Senator,Jesse Salomon,(Prefers Democratic Party),10988,67.3284,Legislative
Snohomish,Legislative District 32 State Senator,Maralyn Chase,(Prefers Democratic Party),5332,32.6716,Legislative
Snohomish,Legislative District 32 State Representative Pos. 1,Cindy Ryu,(Prefers Democratic Party),12861,69.7754,Legislative
Snohomish,Legislative District 32 State Representative Pos. 1,Diodato (Dio) Boucsieguez,(Prefers Republican Party),5571,30.2246,Legislative
Snohomish,Legislative District 32 State Representative Pos. 2,Lauren Davis,(Prefers Democratic Party),12511,68.0797,Legislative
Snohomish,Legislative District 32 State Representative Pos. 2,Frank Deisler,(Prefers Republican Party),5866,31.9203,Legislative
Snohomish,Legislative District 38 State Senator,John McCoy,(Prefers Democratic Party),17890,59.3032,Legislative
Snohomish,Legislative District 38 State Senator,Savio Pham,(Prefers Ind. Republican Party),12277,40.6968,Legislative
Snohomish,Legislative District 38 State Representative Pos. 1,June Robinson,(Prefers Democratic Party),17866,60.9075,Legislative
Snohomish,Legislative District 38 State Representative Pos. 1,Bert Johnson,(Prefers Independent Party),11467,39.0925,Legislative
Snohomish,Legislative District 38 State Representative Pos. 2,Mike Sells,(Prefers Democratic Party),21659,100,Legislative
Snohomish,Legislative District 39 State Senator,Claus Joens,(Prefers Democratic Party),12722,41.8817,Legislative
Snohomish,Legislative District 39 State Senator,Keith L. Wagoner,(Prefers Republican Party),17654,58.1183,Legislative
Snohomish,Legislative District 39 State Representative Pos. 1,Ivan Lewis,(Prefers Democratic Party),13234,43.6377,Legislative
Snohomish,Legislative District 39 State Representative Pos. 1,Robert J. Sutherland,(Prefers Republican Party),17093,56.3623,Legislative
Snohomish,Legislative District 39 State Representative Pos. 2,Carolyn Eslick,(Prefers Republican Party),17638,58.2843,Legislative
Snohomish,Legislative District 39 State Representative Pos. 2,Eric Halvorson,(Prefers Democratic Party),12624,41.7157,Legislative
Snohomish,Legislative District 44 State Senator,Steve Hobbs,(Prefers Democratic Party),23935,55.885,Legislative
Snohomish,Legislative District 44 State Senator,Doug Roulstone,(Prefers Republican Party),18894,44.115,Legislative
Snohomish,Legislative District 44 State Representative Pos. 1,John Lovick,(Prefers Democratic Party),24303,56.8558,Legislative
Snohomish,Legislative District 44 State Representative Pos. 1,Jeff Sax,(Prefers Republican Party),18442,43.1442,Legislative
Snohomish,Legislative District 44 State Representative Pos. 2,Jared M. Mead,(Prefers Democratic Party),22236,52.1238,Legislative
Snohomish,Legislative District 44 State Representative Pos. 2,Mark Harmsworth,(Prefers Republican Party),20424,47.8762,Legislative
Snohomish,Snohomish County Prosecuting Attorney,Adam Cornell,(Prefers Democratic Party),143948,100,County
Snohomish,Supreme Court Justice Position 2,Susan Owens,,145093,100,Judicial
Snohomish,Supreme Court Justice Position 8,Nathan Choi,,61212,35.5594,Judicial
Snohomish,Supreme Court Justice Position 8,Steve Gonzalez,,110928,64.4406,Judicial
Snohomish,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,140118,100,Judicial
Snohomish,Cascade District Court Judge Position 1,Kristen Olbrechts,,10177,47.6228,Judicial
Snohomish,Cascade District Court Judge Position 1,Jennifer Rancourt,,11193,52.3772,Judicial
Snohomish,Everett District Court Judge Position 1,Anthony E. Howard,,35082,100,Judicial
Snohomish,Everett District Court Judge Position 2,Tam T. Bui,,34325,100,Judicial
Snohomish,Evergreen District Court Judge Position 1,Steve Clough,,30968,100,Judicial
Snohomish,Evergreen District Court Judge Position 2,Patricia Lyon,,31100,100,Judicial
Snohomish,South District Court Judge Position 1,Elizabeth (Beth) A. Fraser,,58708,100,Judicial
Snohomish,South District Court Judge Position 2,Jeffrey D. Goodwin,,58005,100,Judicial
Snohomish,South District Court Judge Position 3,Douglas J. Fair,,53792,100,Judicial
Snohomish,Public Utilities District Number 1 Commissioner District 1,Sidney (Sid) Logan,,101581,58.6912,Public Utility
Snohomish,Public Utilities District Number 1 Commissioner District 1,Mary Rollins,,71496,41.3088,Public Utility
Snohomish,Public Utilities District Number 1 Commissioner District 2,Rebecca Wolfe,,88332,50.9115,Public Utility
Snohomish,Public Utilities District Number 1 Commissioner District 2,David Chan,,85169,49.0885,Public Utility
Snohomish,CITY OF BOTHELL Proposition No. 1 Public Safety Levy Lid Lift,Yes,,3003,58.0066,City/Town
Snohomish,CITY OF BOTHELL Proposition No. 1 Public Safety Levy Lid Lift,No,,2174,41.9934,City/Town
Snohomish,CITY OF BOTHELL Proposition No. 2 Fire Station Bonds,Yes,,3277,63.3727,City/Town
Snohomish,CITY OF BOTHELL Proposition No. 2 Fire Station Bonds,No,,1894,36.6273,City/Town
Snohomish,City of Everett Council Position 4,Tyler Rourke,,8904,48.5761,City/Town
Snohomish,City of Everett Council Position 4,Liz Vogeli,,9426,51.4239,City/Town
Snohomish,City of Everett Proposition Number 1 - Amendments to City of Everett Charter regarding Council Elections ,Approved,,10964,55.9616,City/Town
Snohomish,City of Everett Proposition Number 1 - Amendments to City of Everett Charter regarding Council Elections ,Rejected,,8628,44.0384,City/Town
Snohomish,City of Everett Proposition Number 2 - Amendments to City of Everett Charter regarding the Number of Council Districts ,Five Council Districts and two Citywide (Option A),,10104,53.9888,City/Town
Snohomish,City of Everett Proposition Number 2 - Amendments to City of Everett Charter regarding the Number of Council Districts ,Four Council Districts and three Citywide (Option B),,8611,46.0112,City/Town
Snohomish,City of Everett Proposition Number 3 - Emergency Medical Services Property Tax Levy ,Approved,,10849,53.4276,City/Town
Snohomish,City of Everett Proposition Number 3 - Emergency Medical Services Property Tax Levy ,Rejected,,9457,46.5724,City/Town
Snohomish,City of Stanwood Proposition Number 1 - Annexation of Fire and Emergency Medical Services ,Yes,,1547,84.1218,City/Town
Snohomish,City of Stanwood Proposition Number 1 - Annexation of Fire and Emergency Medical Services ,No,,292,15.8782,City/Town
Snohomish,Arlington School District Number 16 Proposition Number 1 - Bonds to Construct and Renovate School Facilities and Improve Security ,Approved,,4403,49.053,School
Snohomish,Arlington School District Number 16 Proposition Number 1 - Bonds to Construct and Renovate School Facilities and Improve Security ,Rejected,,4573,50.947,School
Snohomish,Fire District 15 Proposition Number 1 - Fire and Emergency Medical Services Property Tax Levy ,Approved,,830,63.6503,Fire
Snohomish,Fire District 15 Proposition Number 1 - Fire and Emergency Medical Services Property Tax Levy ,Rejected,,474,36.3497,Fire
Spokane,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,43431,34.4412,State Executive
Spokane,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,82671,65.5588,State Executive
Spokane,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,82106,65.1707,State Executive
Spokane,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,43880,34.8293,State Executive
Spokane,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,66080,51.8466,State Executive
Spokane,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,61373,48.1534,State Executive
Spokane,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,69044,54.671,State Executive
Spokane,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,57246,45.329,State Executive
Spokane,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,76832,63.3097,State Executive
Spokane,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,44527,36.6903,State Executive
Spokane,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),62354,49.105,Federal
Spokane,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),64627,50.895,Federal
Spokane,Congressional District 5 U.S. Representative,Cathy McMorris Rodgers,(Prefers Republican Party),66788,52.4778,Congressional
Spokane,Congressional District 5 U.S. Representative,Lisa Brown,(Prefers Democratic Party),60481,47.5222,Congressional
Spokane,Legislative District 3 State Representative Pos. 1,Marcus Riccelli,(Prefers Democratic Party),17887,63.9278,Legislative
Spokane,Legislative District 3 State Representative Pos. 1,Tom Taylor,(Prefers Republican Party),10093,36.0722,Legislative
Spokane,Legislative District 3 State Representative Pos. 2,Timm Ormsby,(Prefers Democratic Party),17418,62.1228,Legislative
Spokane,Legislative District 3 State Representative Pos. 2,Dave Lucas,(Prefers Republican Party),10620,37.8772,Legislative
Spokane,Legislative District 4 State Representative Pos. 1,Matt Shea,(Prefers Republican Party),22333,58.2605,Legislative
Spokane,Legislative District 4 State Representative Pos. 1,Ted Cummings,(Prefers Democratic Party),16000,41.7395,Legislative
Spokane,Legislative District 4 State Representative Pos. 2,Bob McCaslin,(Prefers Republican Party),23628,61.456,Legislative
Spokane,Legislative District 4 State Representative Pos. 2,Mary May,(Prefers Democratic Party),14819,38.544,Legislative
Spokane,Legislative District 6 State Senator,Jeff Holy,(Prefers Republican Party),21584,54.7359,Legislative
Spokane,Legislative District 6 State Senator,Jessa Lewis,(Prefers Democratic Party),17849,45.2641,Legislative
Spokane,Legislative District 6 State Representative Pos. 1,Mike Volz,(Prefers Republican Party),20866,53.254,Legislative
Spokane,Legislative District 6 State Representative Pos. 1,Kay Murano,(Prefers Democratic Party),18316,46.746,Legislative
Spokane,Legislative District 6 State Representative Pos. 2,Dave Wilson,(Prefers Democratic Party),19422,49.6803,Legislative
Spokane,Legislative District 6 State Representative Pos. 2,Jenny Graham,(Prefers Republican Party),19672,50.3197,Legislative
Spokane,Legislative District 7 State Senator,Shelly Short,(Prefers Republican Party),11025,66.2083,Legislative
Spokane,Legislative District 7 State Senator,Karen Hardy,(Prefers Democratic Party),5627,33.7917,Legislative
Spokane,Legislative District 7 State Representative Pos. 1,Jacquelin Maycumber,(Prefers Republican Party),10660,64.2672,Legislative
Spokane,Legislative District 7 State Representative Pos. 1,Randall (Randy) Michaelis,(Prefers Democratic Party),5927,35.7328,Legislative
Spokane,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),10630,64.2646,Legislative
Spokane,Legislative District 7 State Representative Pos. 2,Mike Bell,(Prefers Democratic Party),5911,35.7354,Legislative
Spokane,Legislative District 9 State Representative Pos. 1,Mary Dye,(Prefers Republican Party),2048,74.9908,Legislative
Spokane,Legislative District 9 State Representative Pos. 1,Jenn Goulet,(Prefers Democratic Party),683,25.0092,Legislative
Spokane,Legislative District 9 State Representative Pos. 2,Joe Schmick,(Prefers GOP Party),1972,72.956,Legislative
Spokane,Legislative District 9 State Representative Pos. 2,Matthew Sutherland,(Prefers Democratic Party),731,27.044,Legislative
Spokane,COUNTY WIDE Commissioner District 2,Mary Kuney,(Prefers Republican Party),66762,61.986,County
Spokane,COUNTY WIDE Commissioner District 2,Rob Chase,(Prefers Republican Party),40943,38.014,County
Spokane,COUNTY WIDE Commissioner District 3,Robbi Katherine Anthony,(Prefers Democratic Party),53038,43.5616,County
Spokane,COUNTY WIDE Commissioner District 3,Al French,(Prefers GOP Party),68716,56.4384,County
Spokane,COUNTY WIDE Assessor,Leonard Christian,(Prefers Republican Party),50668,50.5598,County
Spokane,COUNTY WIDE Assessor,Tom Konis,(Prefers Republican Party),49546,49.4402,County
Spokane,COUNTY WIDE Auditor,Vicky M. Dalton,(Prefers Democratic Party),92794,100,County
Spokane,COUNTY WIDE Clerk,Tim Fitzgerald,(Prefers Republican Party),70716,58.2509,County
Spokane,COUNTY WIDE Clerk,Michael A. Kirk,(Prefers Democratic Party),50683,41.7491,County
Spokane,COUNTY WIDE Prosecuting Attorney,Larry Haskell,(Prefers Republican Party),90532,100,County
Spokane,COUNTY WIDE Sheriff,Ozzie Knezovich,(Prefers Republican Party),99951,87.1048,County
Spokane,COUNTY WIDE Sheriff,Dumpozzie Dot Com,(Prefers Independent Party),14797,12.8952,County
Spokane,COUNTY WIDE Treasurer,Michael Baumgartner,(Prefers Republican Party),71063,57.3177,County
Spokane,COUNTY WIDE Treasurer,David Green,(Prefers Democratic Party),52918,42.6823,County
Spokane,COUNTY WIDE District Court Judge  1,Patrick T. Johnson,,57363,60.0735,County
Spokane,COUNTY WIDE District Court Judge  1,Randy Arnold Brandt,,38125,39.9265,County
Spokane,COUNTY WIDE District Court Judge 2,Jeffrey R. Smith,,78052,100,County
Spokane,COUNTY WIDE District Court Judge 3,Donna Wilson,,79163,100,County
Spokane,COUNTY WIDE District Court Judge 4,Patti Connolly Walker,,79014,100,County
Spokane,COUNTY WIDE District Court Judge 5,Jennifer Fassbender,,78998,100,County
Spokane,COUNTY WIDE District Court Judge 6,Debra R. Hayes,,78473,100,County
Spokane,COUNTY WIDE District Court Judge 7,Aimee Maurer,,78202,100,County
Spokane,COUNTY WIDE District Court Judge 8,Richard M. Leland,,75033,100,County
Spokane,Supreme Court Justice Position 2,Susan Owens,,85271,100,Judicial
Spokane,Supreme Court Justice Position 8,Nathan Choi,,37099,37.6307,Judicial
Spokane,Supreme Court Justice Position 8,Steve Gonzalez,,61488,62.3693,Judicial
Spokane,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,82432,100,Judicial
Spokane,"Court of Appeals, Division 3, District 1 Judge Position 1",Laurel Siddoway,,81321,100,Judicial
Spokane,Spokane Superior Court Judge Position 10,Dennis (DC) Cronin,,42441,40.3037,Judicial
Spokane,Spokane Superior Court Judge Position 10,Michelle (Shelley) Szambelan,,62862,59.6963,Judicial
Spokane,TOWN OF ROCKFORD Proposition No. 1 Fire Protection Service Excess Levy,Yes,,68,67.3267,City/Town
Spokane,TOWN OF ROCKFORD Proposition No. 1 Fire Protection Service Excess Levy,No,,33,32.6733,City/Town
Spokane,TOWN OF SPANGLE Proposition No. 1 Fire Protection Service Excess Levy,Yes,,44,63.7681,City/Town
Spokane,TOWN OF SPANGLE Proposition No. 1 Fire Protection Service Excess Levy,No,,25,36.2319,City/Town
Spokane,TOWN OF SPANGLE Proposition No. 2 Police Protection Service Excess Levy,Yes,,40,58.8235,City/Town
Spokane,TOWN OF SPANGLE Proposition No. 2 Police Protection Service Excess Levy,No,,28,41.1765,City/Town
Spokane,CITY OF SPOKANE Proposition No. 1 Spokane Public Library General Obligation Bonds,Approved,,31428,62.5819,City/Town
Spokane,CITY OF SPOKANE Proposition No. 1 Spokane Public Library General Obligation Bonds,Rejected,,18791,37.4181,City/Town
Spokane,CITY OF SPOKANE Advisory No. 1 Advisory Regarding Location of Spokane Public Schools&#39; Proposed Stadium ,"A) located at the present site of Albi Stadium, or",,31365,65.2187,City/Town
Spokane,CITY OF SPOKANE Advisory No. 1 Advisory Regarding Location of Spokane Public Schools&#39; Proposed Stadium ,B) located on property owned by the PFD on the North Bank of the Spokane River.,,16727,34.7813,City/Town
Spokane,SPOKANE SD 81 Proposition No. 1 Bonds to Construct New Schools and Replace and Renovate Aging School Facilities,Approved,,36113,66.892,School
Spokane,SPOKANE SD 81 Proposition No. 1 Bonds to Construct New Schools and Replace and Renovate Aging School Facilities,Rejected,,17874,33.108,School
Spokane,"EAST VALLEY SD 361 Proposition No. 1 Capital Levy for Safety, Security and Infrastructure Improvements",Levy Yes,,3399,55.5846,School
Spokane,"EAST VALLEY SD 361 Proposition No. 1 Capital Levy for Safety, Security and Infrastructure Improvements",Levy No,,2716,44.4154,School
Spokane,ROSALIA PARK DISTRICT 2 Special Election - Proposition #1 Special Election - Proposition #1,Yes,,11,64.7059,Park and Recreation
Spokane,ROSALIA PARK DISTRICT 2 Special Election - Proposition #1 Special Election - Proposition #1,No,,6,35.2941,Park and Recreation
Spokane,PUD 01 Commissioner #3,Dwight Morgan,,69,100,Public Utility
Stevens,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,2719,20.9267,State Executive
Stevens,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,10274,79.0733,State Executive
Stevens,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,9325,70.7995,State Executive
Stevens,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,3846,29.2005,State Executive
Stevens,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,3640,27.5361,State Executive
Stevens,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,9579,72.4639,State Executive
Stevens,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,5181,39.4352,State Executive
Stevens,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,7957,60.5648,State Executive
Stevens,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,9841,77.8992,State Executive
Stevens,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,2792,22.1008,State Executive
Stevens,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),4206,31.9071,Federal
Stevens,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),8976,68.0929,Federal
Stevens,Congressional District 5 U.S. Representative,Cathy McMorris Rodgers,(Prefers Republican Party),9142,69.4786,Congressional
Stevens,Congressional District 5 U.S. Representative,Lisa Brown,(Prefers Democratic Party),4016,30.5214,Congressional
Stevens,Legislative District 7 State Senator,Shelly Short,(Prefers Republican Party),9466,72.254,Legislative
Stevens,Legislative District 7 State Senator,Karen Hardy,(Prefers Democratic Party),3635,27.746,Legislative
Stevens,Legislative District 7 State Representative Pos. 1,Jacquelin Maycumber,(Prefers Republican Party),9428,72.3839,Legislative
Stevens,Legislative District 7 State Representative Pos. 1,Randall (Randy) Michaelis,(Prefers Democratic Party),3597,27.6161,Legislative
Stevens,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),9292,71.3014,Legislative
Stevens,Legislative District 7 State Representative Pos. 2,Mike Bell,(Prefers Democratic Party),3740,28.6986,Legislative
Stevens,COUNTYWIDE Assessor,John Olson,(Prefers Republican Party),7913,67.0934,County
Stevens,COUNTYWIDE Assessor,Rick Johnson,(Prefers Republican Party),3881,32.9066,County
Stevens,COUNTYWIDE Auditor,Lori Larsen,(Prefers Republican Party),8008,61.4205,County
Stevens,COUNTYWIDE Auditor,Tim Gray,(Prefers Democratic Party),5030,38.5795,County
Stevens,COUNTYWIDE Clerk,Julie C. James,(Prefers Republican Party),10169,100,County
Stevens,COUNTYWIDE Commissioner #2,Don Dashiell,(Prefers Republican Party),8034,63.9955,County
Stevens,COUNTYWIDE Commissioner #2,Jeffery Charvet,(Prefers Independent Party),4520,36.0045,County
Stevens,COUNTYWIDE Coroner,Lorrie Sampson,(Prefers Republican Party),9710,81.2212,County
Stevens,COUNTYWIDE Coroner,Brent Hellie,(Prefers Republican Party),2245,18.7788,County
Stevens,COUNTYWIDE Sheriff,Brad Manke,(Prefers Republican Party),6325,51.6284,County
Stevens,COUNTYWIDE Sheriff,Mike Berry,(Prefers Republican Party),5926,48.3716,County
Stevens,COUNTYWIDE Treasurer,Trina R. Cox,(Prefers Republican Party),4603,38.9194,County
Stevens,COUNTYWIDE Treasurer,Leslie Valz,(Prefers Republican Party),7224,61.0806,County
Stevens,COUNTYWIDE Prosecuting Attorney,Tim Rasmussen,(Prefers Republican Party),9097,100,County
Stevens,COUNTYWIDE District Court Judge,Gina A. Tveit,,7286,61.1088,County
Stevens,COUNTYWIDE District Court Judge,Lech Radzimski,,4637,38.8912,County
Stevens,Supreme Court Justice Position 2,Susan Owens,,8616,100,Judicial
Stevens,Supreme Court Justice Position 8,Nathan Choi,,4489,44.68,Judicial
Stevens,Supreme Court Justice Position 8,Steve Gonzalez,,5558,55.32,Judicial
